Time      Date    	    Sum
[05:28:52.016 02/01/2002]	 -0.496
[05:28:52.023 02/01/2002]	 -0.496
[05:28:52.031 02/01/2002]	 -0.496
[05:28:52.039 02/01/2002]	 -0.496
[05:28:52.047 02/01/2002]	 -0.496
[05:28:52.055 02/01/2002]	 -0.496
[05:28:52.063 02/01/2002]	 -0.496
[05:28:52.070 02/01/2002]	 -0.496
[05:28:52.078 02/01/2002]	 -0.496
[05:28:52.086 02/01/2002]	 -0.496
[05:28:52.094 02/01/2002]	 -0.496
[05:28:52.102 02/01/2002]	 -0.496
[05:28:52.109 02/01/2002]	 -0.496
[05:28:52.117 02/01/2002]	 -0.496
[05:28:52.125 02/01/2002]	 -0.473
[05:28:52.133 02/01/2002]	 -0.473
[05:28:52.141 02/01/2002]	 -0.473
[05:28:52.148 02/01/2002]	 -0.473
[05:28:52.156 02/01/2002]	 -0.473
[05:28:52.164 02/01/2002]	 -0.473
[05:28:52.172 02/01/2002]	 -0.473
[05:28:52.180 02/01/2002]	 -0.473
[05:28:52.188 02/01/2002]	 -0.473
[05:28:52.195 02/01/2002]	 -0.473
[05:28:52.203 02/01/2002]	 -0.473
[05:28:52.211 02/01/2002]	 -0.473
[05:28:52.219 02/01/2002]	 -0.473
[05:28:52.227 02/01/2002]	 -0.473
[05:28:52.234 02/01/2002]	 -0.473
[05:28:52.242 02/01/2002]	 -0.473
[05:28:52.250 02/01/2002]	 -0.402
[05:28:52.258 02/01/2002]	 -0.402
[05:28:52.266 02/01/2002]	 -0.402
[05:28:52.273 02/01/2002]	 -0.402
[05:28:52.281 02/01/2002]	 -0.402
[05:28:52.289 02/01/2002]	 -0.402
[05:28:52.297 02/01/2002]	 -0.402
[05:28:52.305 02/01/2002]	 -0.402
[05:28:52.313 02/01/2002]	 -0.402
[05:28:52.320 02/01/2002]	 -0.402
[05:28:52.328 02/01/2002]	 -0.402
[05:28:52.336 02/01/2002]	 -0.402
[05:28:52.344 02/01/2002]	 -0.402
[05:28:52.352 02/01/2002]	 -0.402
[05:28:52.359 02/01/2002]	 -0.402
[05:28:52.367 02/01/2002]	 -0.402
[05:28:52.375 02/01/2002]	 -0.375
[05:28:52.383 02/01/2002]	 -0.375
[05:28:52.391 02/01/2002]	 -0.375
[05:28:52.398 02/01/2002]	 -0.375
[05:28:52.406 02/01/2002]	 -0.375
[05:28:52.414 02/01/2002]	 -0.375
[05:28:52.422 02/01/2002]	 -0.375
[05:28:52.430 02/01/2002]	 -0.375
[05:28:52.438 02/01/2002]	 -0.375
[05:28:52.445 02/01/2002]	 -0.375
[05:28:52.453 02/01/2002]	 -0.375
[05:28:52.461 02/01/2002]	 -0.375
[05:28:52.469 02/01/2002]	 -0.375
[05:28:52.477 02/01/2002]	 -0.375
[05:28:52.484 02/01/2002]	 -0.375
[05:28:52.492 02/01/2002]	 -0.375
[05:28:52.500 02/01/2002]	 -0.340
[05:28:52.508 02/01/2002]	 -0.340
[05:28:52.516 02/01/2002]	 -0.340
[05:28:52.523 02/01/2002]	 -0.340
[05:28:52.531 02/01/2002]	 -0.340
[05:28:52.539 02/01/2002]	 -0.340
[05:28:52.547 02/01/2002]	 -0.340
[05:28:52.555 02/01/2002]	 -0.340
[05:28:52.563 02/01/2002]	 -0.340
[05:28:52.570 02/01/2002]	 -0.340
[05:28:52.578 02/01/2002]	 -0.340
[05:28:52.586 02/01/2002]	 -0.340
[05:28:52.594 02/01/2002]	 -0.340
[05:28:52.602 02/01/2002]	 -0.340
[05:28:52.609 02/01/2002]	 -0.340
[05:28:52.617 02/01/2002]	 -0.340
[05:28:52.625 02/01/2002]	 -0.293
[05:28:52.633 02/01/2002]	 -0.293
[05:28:52.641 02/01/2002]	 -0.293
[05:28:52.648 02/01/2002]	 -0.293
[05:28:52.656 02/01/2002]	 -0.293
[05:28:52.664 02/01/2002]	 -0.293
[05:28:52.672 02/01/2002]	 -0.293
[05:28:52.680 02/01/2002]	 -0.293
[05:28:52.688 02/01/2002]	 -0.293
[05:28:52.695 02/01/2002]	 -0.293
[05:28:52.703 02/01/2002]	 -0.293
[05:28:52.711 02/01/2002]	 -0.293
[05:28:52.719 02/01/2002]	 -0.293
[05:28:52.727 02/01/2002]	 -0.293
[05:28:52.734 02/01/2002]	 -0.293
[05:28:52.742 02/01/2002]	 -0.293
[05:28:52.750 02/01/2002]	 -0.344
[05:28:52.758 02/01/2002]	 -0.344
[05:28:52.766 02/01/2002]	 -0.344
[05:28:52.773 02/01/2002]	 -0.344
[05:28:52.781 02/01/2002]	 -0.344
[05:28:52.789 02/01/2002]	 -0.344
[05:28:52.797 02/01/2002]	 -0.344
[05:28:52.805 02/01/2002]	 -0.344
[05:28:52.813 02/01/2002]	 -0.344
[05:28:52.820 02/01/2002]	 -0.344
[05:28:52.828 02/01/2002]	 -0.344
[05:28:52.836 02/01/2002]	 -0.344
[05:28:52.844 02/01/2002]	 -0.344
[05:28:52.852 02/01/2002]	 -0.344
[05:28:52.859 02/01/2002]	 -0.344
[05:28:52.867 02/01/2002]	 -0.344
[05:28:52.875 02/01/2002]	 -0.313
[05:28:52.883 02/01/2002]	 -0.313
[05:28:52.891 02/01/2002]	 -0.313
[05:28:52.898 02/01/2002]	 -0.313
[05:28:52.906 02/01/2002]	 -0.313
[05:28:52.914 02/01/2002]	 -0.313
[05:28:52.922 02/01/2002]	 -0.313
[05:28:52.930 02/01/2002]	 -0.313
[05:28:52.938 02/01/2002]	 -0.313
[05:28:52.945 02/01/2002]	 -0.313
[05:28:52.953 02/01/2002]	 -0.313
[05:28:52.961 02/01/2002]	 -0.313
[05:28:52.969 02/01/2002]	 -0.313
[05:28:52.977 02/01/2002]	 -0.313
[05:28:52.984 02/01/2002]	 -0.313
[05:28:52.992 02/01/2002]	 -0.313
[05:28:53.000 02/01/2002]	 -0.262
[05:28:53.008 02/01/2002]	 -0.262
[05:28:53.016 02/01/2002]	 -0.262
[05:28:53.023 02/01/2002]	 -0.262
[05:28:53.031 02/01/2002]	 -0.262
[05:28:53.039 02/01/2002]	 -0.262
[05:28:53.047 02/01/2002]	 -0.262
[05:28:53.055 02/01/2002]	 -0.262
[05:28:53.063 02/01/2002]	 -0.262
[05:28:53.070 02/01/2002]	 -0.262
[05:28:53.078 02/01/2002]	 -0.262
[05:28:53.086 02/01/2002]	 -0.262
[05:28:53.094 02/01/2002]	 -0.262
[05:28:53.102 02/01/2002]	 -0.262
[05:28:53.109 02/01/2002]	 -0.262
[05:28:53.117 02/01/2002]	 -0.262
[05:28:53.125 02/01/2002]	 -0.219
[05:28:53.133 02/01/2002]	 -0.219
[05:28:53.141 02/01/2002]	 -0.219
[05:28:53.148 02/01/2002]	 -0.219
[05:28:53.156 02/01/2002]	 -0.219
[05:28:53.164 02/01/2002]	 -0.219
[05:28:53.172 02/01/2002]	 -0.219
[05:28:53.180 02/01/2002]	 -0.219
[05:28:53.188 02/01/2002]	 -0.219
[05:28:53.195 02/01/2002]	 -0.219
[05:28:53.203 02/01/2002]	 -0.219
[05:28:53.211 02/01/2002]	 -0.219
[05:28:53.219 02/01/2002]	 -0.219
[05:28:53.227 02/01/2002]	 -0.219
[05:28:53.234 02/01/2002]	 -0.219
[05:28:53.242 02/01/2002]	 -0.219
[05:28:53.250 02/01/2002]	 -0.164
[05:28:53.258 02/01/2002]	 -0.164
[05:28:53.266 02/01/2002]	 -0.164
[05:28:53.273 02/01/2002]	 -0.164
[05:28:53.281 02/01/2002]	 -0.164
[05:28:53.289 02/01/2002]	 -0.164
[05:28:53.297 02/01/2002]	 -0.164
[05:28:53.305 02/01/2002]	 -0.164
[05:28:53.313 02/01/2002]	 -0.164
[05:28:53.320 02/01/2002]	 -0.164
[05:28:53.328 02/01/2002]	 -0.164
[05:28:53.336 02/01/2002]	 -0.164
[05:28:53.344 02/01/2002]	 -0.164
[05:28:53.352 02/01/2002]	 -0.164
[05:28:53.359 02/01/2002]	 -0.164
[05:28:53.367 02/01/2002]	 -0.164
[05:28:53.375 02/01/2002]	 -0.156
[05:28:53.383 02/01/2002]	 -0.156
[05:28:53.391 02/01/2002]	 -0.156
[05:28:53.398 02/01/2002]	 -0.156
[05:28:53.406 02/01/2002]	 -0.156
[05:28:53.414 02/01/2002]	 -0.156
[05:28:53.422 02/01/2002]	 -0.156
[05:28:53.430 02/01/2002]	 -0.156
[05:28:53.438 02/01/2002]	 -0.156
[05:28:53.445 02/01/2002]	 -0.156
[05:28:53.453 02/01/2002]	 -0.156
[05:28:53.461 02/01/2002]	 -0.156
[05:28:53.469 02/01/2002]	 -0.156
[05:28:53.477 02/01/2002]	 -0.156
[05:28:53.484 02/01/2002]	 -0.156
[05:28:53.492 02/01/2002]	 -0.156
[05:28:53.500 02/01/2002]	 -0.094
[05:28:53.508 02/01/2002]	 -0.094
[05:28:53.516 02/01/2002]	 -0.094
[05:28:53.523 02/01/2002]	 -0.094
[05:28:53.531 02/01/2002]	 -0.094
[05:28:53.539 02/01/2002]	 -0.094
[05:28:53.547 02/01/2002]	 -0.094
[05:28:53.555 02/01/2002]	 -0.094
[05:28:53.563 02/01/2002]	 -0.094
[05:28:53.570 02/01/2002]	 -0.094
[05:28:53.578 02/01/2002]	 -0.094
[05:28:53.586 02/01/2002]	 -0.094
[05:28:53.594 02/01/2002]	 -0.094
[05:28:53.602 02/01/2002]	 -0.094
[05:28:53.609 02/01/2002]	 -0.094
[05:28:53.617 02/01/2002]	 -0.094
[05:28:53.625 02/01/2002]	 -0.086
[05:28:53.633 02/01/2002]	 -0.086
[05:28:53.641 02/01/2002]	 -0.086
[05:28:53.648 02/01/2002]	 -0.086
[05:28:53.656 02/01/2002]	 -0.086
[05:28:53.664 02/01/2002]	 -0.086
[05:28:53.672 02/01/2002]	 -0.086
[05:28:53.680 02/01/2002]	 -0.086
[05:28:53.688 02/01/2002]	 -0.086
[05:28:53.695 02/01/2002]	 -0.086
[05:28:53.703 02/01/2002]	 -0.086
[05:28:53.711 02/01/2002]	 -0.086
[05:28:53.719 02/01/2002]	 -0.086
[05:28:53.727 02/01/2002]	 -0.086
[05:28:53.734 02/01/2002]	 -0.086
[05:28:53.742 02/01/2002]	 -0.086
[05:28:53.750 02/01/2002]	 -0.121
[05:28:53.758 02/01/2002]	 -0.121
[05:28:53.766 02/01/2002]	 -0.121
[05:28:53.773 02/01/2002]	 -0.121
[05:28:53.781 02/01/2002]	 -0.121
[05:28:53.789 02/01/2002]	 -0.121
[05:28:53.797 02/01/2002]	 -0.121
[05:28:53.805 02/01/2002]	 -0.121
[05:28:53.813 02/01/2002]	 -0.121
[05:28:53.820 02/01/2002]	 -0.121
[05:28:53.828 02/01/2002]	 -0.121
[05:28:53.836 02/01/2002]	 -0.121
[05:28:53.844 02/01/2002]	 -0.121
[05:28:53.852 02/01/2002]	 -0.121
[05:28:53.859 02/01/2002]	 -0.121
[05:28:53.867 02/01/2002]	 -0.121
[05:28:53.875 02/01/2002]	 -0.113
[05:28:53.883 02/01/2002]	 -0.113
[05:28:53.891 02/01/2002]	 -0.113
[05:28:53.898 02/01/2002]	 -0.113
[05:28:53.906 02/01/2002]	 -0.113
[05:28:53.914 02/01/2002]	 -0.113
[05:28:53.922 02/01/2002]	 -0.113
[05:28:53.930 02/01/2002]	 -0.113
[05:28:53.938 02/01/2002]	 -0.113
[05:28:53.945 02/01/2002]	 -0.113
[05:28:53.953 02/01/2002]	 -0.113
[05:28:53.961 02/01/2002]	 -0.113
[05:28:53.969 02/01/2002]	 -0.113
[05:28:53.977 02/01/2002]	 -0.113
[05:28:53.984 02/01/2002]	 -0.113
[05:28:53.992 02/01/2002]	 -0.113
[05:28:54.000 02/01/2002]	 -0.086
[05:28:54.008 02/01/2002]	 -0.086
[05:28:54.016 02/01/2002]	 -0.086
[05:28:54.023 02/01/2002]	 -0.086
[05:28:54.031 02/01/2002]	 -0.086
[05:28:54.039 02/01/2002]	 -0.086
[05:28:54.047 02/01/2002]	 -0.086
[05:28:54.055 02/01/2002]	 -0.086
[05:28:54.063 02/01/2002]	 -0.086
[05:28:54.070 02/01/2002]	 -0.086
[05:28:54.078 02/01/2002]	 -0.086
[05:28:54.086 02/01/2002]	 -0.086
[05:28:54.094 02/01/2002]	 -0.086
[05:28:54.102 02/01/2002]	 -0.086
[05:28:54.109 02/01/2002]	 -0.086
[05:28:54.117 02/01/2002]	 -0.086
[05:28:54.125 02/01/2002]	 -0.039
[05:28:54.133 02/01/2002]	 -0.039
[05:28:54.141 02/01/2002]	 -0.039
[05:28:54.148 02/01/2002]	 -0.039
[05:28:54.156 02/01/2002]	 -0.039
[05:28:54.164 02/01/2002]	 -0.039
[05:28:54.172 02/01/2002]	 -0.039
[05:28:54.180 02/01/2002]	 -0.039
[05:28:54.188 02/01/2002]	 -0.039
[05:28:54.195 02/01/2002]	 -0.039
[05:28:54.203 02/01/2002]	 -0.039
[05:28:54.211 02/01/2002]	 -0.039
[05:28:54.219 02/01/2002]	 -0.039
[05:28:54.227 02/01/2002]	 -0.039
[05:28:54.234 02/01/2002]	 -0.039
[05:28:54.242 02/01/2002]	 -0.039
[05:28:54.250 02/01/2002]	  0.066
[05:28:54.258 02/01/2002]	  0.066
[05:28:54.266 02/01/2002]	  0.066
[05:28:54.273 02/01/2002]	  0.066
[05:28:54.281 02/01/2002]	  0.066
[05:28:54.289 02/01/2002]	  0.066
[05:28:54.297 02/01/2002]	  0.066
[05:28:54.305 02/01/2002]	  0.066
[05:28:54.313 02/01/2002]	  0.066
[05:28:54.320 02/01/2002]	  0.066
[05:28:54.328 02/01/2002]	  0.066
[05:28:54.336 02/01/2002]	  0.066
[05:28:54.344 02/01/2002]	  0.066
[05:28:54.352 02/01/2002]	  0.066
[05:28:54.359 02/01/2002]	  0.066
[05:28:54.367 02/01/2002]	  0.066
[05:28:54.375 02/01/2002]	  0.152
[05:28:54.383 02/01/2002]	  0.152
[05:28:54.391 02/01/2002]	  0.152
[05:28:54.398 02/01/2002]	  0.152
[05:28:54.406 02/01/2002]	  0.152
[05:28:54.414 02/01/2002]	  0.152
[05:28:54.422 02/01/2002]	  0.152
[05:28:54.430 02/01/2002]	  0.152
[05:28:54.438 02/01/2002]	  0.152
[05:28:54.445 02/01/2002]	  0.152
[05:28:54.453 02/01/2002]	  0.152
[05:28:54.461 02/01/2002]	  0.152
[05:28:54.469 02/01/2002]	  0.152
[05:28:54.477 02/01/2002]	  0.152
[05:28:54.484 02/01/2002]	  0.152
[05:28:54.492 02/01/2002]	  0.152
[05:28:54.500 02/01/2002]	  0.254
[05:28:54.508 02/01/2002]	  0.254
[05:28:54.516 02/01/2002]	  0.254
[05:28:54.523 02/01/2002]	  0.254
[05:28:54.531 02/01/2002]	  0.254
[05:28:54.539 02/01/2002]	  0.254
[05:28:54.547 02/01/2002]	  0.254
[05:28:54.555 02/01/2002]	  0.254
[05:28:54.563 02/01/2002]	  0.254
[05:28:54.570 02/01/2002]	  0.254
[05:28:54.578 02/01/2002]	  0.254
[05:28:54.586 02/01/2002]	  0.254
[05:28:54.594 02/01/2002]	  0.254
[05:28:54.602 02/01/2002]	  0.254
[05:28:54.609 02/01/2002]	  0.254
[05:28:54.617 02/01/2002]	  0.254
[05:28:54.625 02/01/2002]	  0.242
[05:28:54.633 02/01/2002]	  0.242
[05:28:54.641 02/01/2002]	  0.242
[05:28:54.648 02/01/2002]	  0.242
[05:28:54.656 02/01/2002]	  0.242
[05:28:54.664 02/01/2002]	  0.242
[05:28:54.672 02/01/2002]	  0.242
[05:28:54.680 02/01/2002]	  0.242
[05:28:54.688 02/01/2002]	  0.242
[05:28:54.695 02/01/2002]	  0.242
[05:28:54.703 02/01/2002]	  0.242
[05:28:54.711 02/01/2002]	  0.242
[05:28:54.719 02/01/2002]	  0.242
[05:28:54.727 02/01/2002]	  0.242
[05:28:54.734 02/01/2002]	  0.242
[05:28:54.742 02/01/2002]	  0.242
[05:28:54.750 02/01/2002]	  0.152
[05:28:54.758 02/01/2002]	  0.152
[05:28:54.766 02/01/2002]	  0.152
[05:28:54.773 02/01/2002]	  0.152
[05:28:54.781 02/01/2002]	  0.152
[05:28:54.789 02/01/2002]	  0.152
[05:28:54.797 02/01/2002]	  0.152
[05:28:54.805 02/01/2002]	  0.152
[05:28:54.813 02/01/2002]	  0.152
[05:28:54.820 02/01/2002]	  0.152
[05:28:54.828 02/01/2002]	  0.152
[05:28:54.836 02/01/2002]	  0.152
[05:28:54.844 02/01/2002]	  0.152
[05:28:54.852 02/01/2002]	  0.152
[05:28:54.859 02/01/2002]	  0.152
[05:28:54.867 02/01/2002]	  0.152
[05:28:54.875 02/01/2002]	  0.172
[05:28:54.883 02/01/2002]	  0.172
[05:28:54.891 02/01/2002]	  0.172
[05:28:54.898 02/01/2002]	  0.172
[05:28:54.906 02/01/2002]	  0.172
[05:28:54.914 02/01/2002]	  0.172
[05:28:54.922 02/01/2002]	  0.172
[05:28:54.930 02/01/2002]	  0.172
[05:28:54.938 02/01/2002]	  0.172
[05:28:54.945 02/01/2002]	  0.172
[05:28:54.953 02/01/2002]	  0.172
[05:28:54.961 02/01/2002]	  0.172
[05:28:54.969 02/01/2002]	  0.172
[05:28:54.977 02/01/2002]	  0.172
[05:28:54.984 02/01/2002]	  0.172
[05:28:54.992 02/01/2002]	  0.172
[05:28:55.000 02/01/2002]	  0.176
[05:28:55.008 02/01/2002]	  0.176
[05:28:55.016 02/01/2002]	  0.176
[05:28:55.023 02/01/2002]	  0.176
[05:28:55.031 02/01/2002]	  0.176
[05:28:55.039 02/01/2002]	  0.176
[05:28:55.047 02/01/2002]	  0.176
[05:28:55.055 02/01/2002]	  0.176
[05:28:55.063 02/01/2002]	  0.176
[05:28:55.070 02/01/2002]	  0.176
[05:28:55.078 02/01/2002]	  0.176
[05:28:55.086 02/01/2002]	  0.176
[05:28:55.094 02/01/2002]	  0.176
[05:28:55.102 02/01/2002]	  0.176
[05:28:55.109 02/01/2002]	  0.176
[05:28:55.117 02/01/2002]	  0.176
[05:28:55.125 02/01/2002]	  0.188
[05:28:55.133 02/01/2002]	  0.188
[05:28:55.141 02/01/2002]	  0.188
[05:28:55.148 02/01/2002]	  0.188
[05:28:55.156 02/01/2002]	  0.188
[05:28:55.164 02/01/2002]	  0.188
[05:28:55.172 02/01/2002]	  0.188
[05:28:55.180 02/01/2002]	  0.188
[05:28:55.188 02/01/2002]	  0.188
[05:28:55.195 02/01/2002]	  0.188
[05:28:55.203 02/01/2002]	  0.188
[05:28:55.211 02/01/2002]	  0.188
[05:28:55.219 02/01/2002]	  0.188
[05:28:55.227 02/01/2002]	  0.188
[05:28:55.234 02/01/2002]	  0.188
[05:28:55.242 02/01/2002]	  0.188
[05:28:55.250 02/01/2002]	  0.215
[05:28:55.258 02/01/2002]	  0.215
[05:28:55.266 02/01/2002]	  0.215
[05:28:55.273 02/01/2002]	  0.215
[05:28:55.281 02/01/2002]	  0.215
[05:28:55.289 02/01/2002]	  0.215
[05:28:55.297 02/01/2002]	  0.215
[05:28:55.305 02/01/2002]	  0.215
[05:28:55.313 02/01/2002]	  0.215
[05:28:55.320 02/01/2002]	  0.215
[05:28:55.328 02/01/2002]	  0.215
[05:28:55.336 02/01/2002]	  0.215
[05:28:55.344 02/01/2002]	  0.215
[05:28:55.352 02/01/2002]	  0.215
[05:28:55.359 02/01/2002]	  0.215
[05:28:55.367 02/01/2002]	  0.215
[05:28:55.375 02/01/2002]	  0.231
[05:28:55.383 02/01/2002]	  0.231
[05:28:55.391 02/01/2002]	  0.231
[05:28:55.398 02/01/2002]	  0.231
[05:28:55.406 02/01/2002]	  0.231
[05:28:55.414 02/01/2002]	  0.231
[05:28:55.422 02/01/2002]	  0.231
[05:28:55.430 02/01/2002]	  0.231
[05:28:55.438 02/01/2002]	  0.231
[05:28:55.445 02/01/2002]	  0.231
[05:28:55.453 02/01/2002]	  0.231
[05:28:55.461 02/01/2002]	  0.231
[05:28:55.469 02/01/2002]	  0.231
[05:28:55.477 02/01/2002]	  0.231
[05:28:55.484 02/01/2002]	  0.231
[05:28:55.492 02/01/2002]	  0.231
[05:28:55.500 02/01/2002]	  0.274
[05:28:55.508 02/01/2002]	  0.274
[05:28:55.516 02/01/2002]	  0.274
[05:28:55.523 02/01/2002]	  0.274
[05:28:55.531 02/01/2002]	  0.274
[05:28:55.539 02/01/2002]	  0.274
[05:28:55.547 02/01/2002]	  0.274
[05:28:55.555 02/01/2002]	  0.274
[05:28:55.563 02/01/2002]	  0.274
[05:28:55.570 02/01/2002]	  0.274
[05:28:55.578 02/01/2002]	  0.274
[05:28:55.586 02/01/2002]	  0.274
[05:28:55.594 02/01/2002]	  0.274
[05:28:55.602 02/01/2002]	  0.274
[05:28:55.609 02/01/2002]	  0.274
[05:28:55.617 02/01/2002]	  0.274
[05:28:55.625 02/01/2002]	  0.199
[05:28:55.633 02/01/2002]	  0.199
[05:28:55.641 02/01/2002]	  0.199
[05:28:55.648 02/01/2002]	  0.199
[05:28:55.656 02/01/2002]	  0.199
[05:28:55.664 02/01/2002]	  0.199
[05:28:55.672 02/01/2002]	  0.199
[05:28:55.680 02/01/2002]	  0.199
[05:28:55.688 02/01/2002]	  0.199
[05:28:55.695 02/01/2002]	  0.199
[05:28:55.703 02/01/2002]	  0.199
[05:28:55.711 02/01/2002]	  0.199
[05:28:55.719 02/01/2002]	  0.199
[05:28:55.727 02/01/2002]	  0.199
[05:28:55.734 02/01/2002]	  0.199
[05:28:55.742 02/01/2002]	  0.199
[05:28:55.750 02/01/2002]	  0.047
[05:28:55.758 02/01/2002]	  0.047
[05:28:55.766 02/01/2002]	  0.047
[05:28:55.773 02/01/2002]	  0.047
[05:28:55.781 02/01/2002]	  0.047
[05:28:55.789 02/01/2002]	  0.047
[05:28:55.797 02/01/2002]	  0.047
[05:28:55.805 02/01/2002]	  0.047
[05:28:55.813 02/01/2002]	  0.047
[05:28:55.820 02/01/2002]	  0.047
[05:28:55.828 02/01/2002]	  0.047
[05:28:55.836 02/01/2002]	  0.047
[05:28:55.844 02/01/2002]	  0.047
[05:28:55.852 02/01/2002]	  0.047
[05:28:55.859 02/01/2002]	  0.047
[05:28:55.867 02/01/2002]	  0.047
[05:28:55.875 02/01/2002]	 -0.004
[05:28:55.883 02/01/2002]	 -0.004
[05:28:55.891 02/01/2002]	 -0.004
[05:28:55.898 02/01/2002]	 -0.004
[05:28:55.906 02/01/2002]	 -0.004
[05:28:55.914 02/01/2002]	 -0.004
[05:28:55.922 02/01/2002]	 -0.004
[05:28:55.930 02/01/2002]	 -0.004
[05:28:55.938 02/01/2002]	 -0.004
[05:28:55.945 02/01/2002]	 -0.004
[05:28:55.953 02/01/2002]	 -0.004
[05:28:55.961 02/01/2002]	 -0.004
[05:28:55.969 02/01/2002]	 -0.004
[05:28:55.977 02/01/2002]	 -0.004
[05:28:55.984 02/01/2002]	 -0.004
[05:28:55.992 02/01/2002]	 -0.004
[05:28:56.000 02/01/2002]	  0.023
[05:28:56.008 02/01/2002]	  0.023
[05:28:56.016 02/01/2002]	  0.023
[05:28:56.023 02/01/2002]	  0.023
[05:28:56.031 02/01/2002]	  0.023
[05:28:56.039 02/01/2002]	  0.023
[05:28:56.047 02/01/2002]	  0.023
[05:28:56.055 02/01/2002]	  0.023
[05:28:56.063 02/01/2002]	  0.023
[05:28:56.070 02/01/2002]	  0.023
[05:28:56.078 02/01/2002]	  0.023
[05:28:56.086 02/01/2002]	  0.023
[05:28:56.094 02/01/2002]	  0.023
[05:28:56.102 02/01/2002]	  0.023
[05:28:56.109 02/01/2002]	  0.023
[05:28:56.117 02/01/2002]	  0.023
[05:28:56.125 02/01/2002]	  0.223
[05:28:56.133 02/01/2002]	  0.223
[05:28:56.141 02/01/2002]	  0.223
[05:28:56.148 02/01/2002]	  0.223
[05:28:56.156 02/01/2002]	  0.223
[05:28:56.164 02/01/2002]	  0.223
[05:28:56.172 02/01/2002]	  0.223
[05:28:56.180 02/01/2002]	  0.223
[05:28:56.188 02/01/2002]	  0.223
[05:28:56.195 02/01/2002]	  0.223
[05:28:56.203 02/01/2002]	  0.223
[05:28:56.211 02/01/2002]	  0.223
[05:28:56.219 02/01/2002]	  0.223
[05:28:56.227 02/01/2002]	  0.223
[05:28:56.234 02/01/2002]	  0.223
[05:28:56.242 02/01/2002]	  0.223
[05:28:56.250 02/01/2002]	  0.375
[05:28:56.258 02/01/2002]	  0.375
[05:28:56.266 02/01/2002]	  0.375
[05:28:56.273 02/01/2002]	  0.375
[05:28:56.281 02/01/2002]	  0.375
[05:28:56.289 02/01/2002]	  0.375
[05:28:56.297 02/01/2002]	  0.375
[05:28:56.305 02/01/2002]	  0.375
[05:28:56.313 02/01/2002]	  0.375
[05:28:56.320 02/01/2002]	  0.375
[05:28:56.328 02/01/2002]	  0.375
[05:28:56.336 02/01/2002]	  0.375
[05:28:56.344 02/01/2002]	  0.375
[05:28:56.352 02/01/2002]	  0.375
[05:28:56.359 02/01/2002]	  0.375
[05:28:56.367 02/01/2002]	  0.375
[05:28:56.375 02/01/2002]	  0.422
[05:28:56.383 02/01/2002]	  0.422
[05:28:56.391 02/01/2002]	  0.422
[05:28:56.398 02/01/2002]	  0.422
[05:28:56.406 02/01/2002]	  0.422
[05:28:56.414 02/01/2002]	  0.422
[05:28:56.422 02/01/2002]	  0.422
[05:28:56.430 02/01/2002]	  0.422
[05:28:56.438 02/01/2002]	  0.422
[05:28:56.445 02/01/2002]	  0.422
[05:28:56.453 02/01/2002]	  0.422
[05:28:56.461 02/01/2002]	  0.422
[05:28:56.469 02/01/2002]	  0.422
[05:28:56.477 02/01/2002]	  0.422
[05:28:56.484 02/01/2002]	  0.422
[05:28:56.492 02/01/2002]	  0.422
[05:28:56.500 02/01/2002]	  0.352
[05:28:56.508 02/01/2002]	  0.352
[05:28:56.516 02/01/2002]	  0.352
[05:28:56.523 02/01/2002]	  0.352
[05:28:56.531 02/01/2002]	  0.352
[05:28:56.539 02/01/2002]	  0.352
[05:28:56.547 02/01/2002]	  0.352
[05:28:56.555 02/01/2002]	  0.352
[05:28:56.563 02/01/2002]	  0.352
[05:28:56.570 02/01/2002]	  0.352
[05:28:56.578 02/01/2002]	  0.352
[05:28:56.586 02/01/2002]	  0.352
[05:28:56.594 02/01/2002]	  0.352
[05:28:56.602 02/01/2002]	  0.352
[05:28:56.609 02/01/2002]	  0.352
[05:28:56.617 02/01/2002]	  0.352
[05:28:56.625 02/01/2002]	  0.121
[05:28:56.633 02/01/2002]	  0.121
[05:28:56.641 02/01/2002]	  0.121
[05:28:56.648 02/01/2002]	  0.121
[05:28:56.656 02/01/2002]	  0.121
[05:28:56.664 02/01/2002]	  0.121
[05:28:56.672 02/01/2002]	  0.121
[05:28:56.680 02/01/2002]	  0.121
[05:28:56.688 02/01/2002]	  0.121
[05:28:56.695 02/01/2002]	  0.121
[05:28:56.703 02/01/2002]	  0.121
[05:28:56.711 02/01/2002]	  0.121
[05:28:56.719 02/01/2002]	  0.121
[05:28:56.727 02/01/2002]	  0.121
[05:28:56.734 02/01/2002]	  0.121
[05:28:56.742 02/01/2002]	  0.121
[05:28:56.750 02/01/2002]	  0.012
[05:28:56.758 02/01/2002]	  0.012
[05:28:56.766 02/01/2002]	  0.012
[05:28:56.773 02/01/2002]	  0.012
[05:28:56.781 02/01/2002]	  0.012
[05:28:56.789 02/01/2002]	  0.012
[05:28:56.797 02/01/2002]	  0.012
[05:28:56.805 02/01/2002]	  0.012
[05:28:56.813 02/01/2002]	  0.012
[05:28:56.820 02/01/2002]	  0.012
[05:28:56.828 02/01/2002]	  0.012
[05:28:56.836 02/01/2002]	  0.012
[05:28:56.844 02/01/2002]	  0.012
[05:28:56.852 02/01/2002]	  0.012
[05:28:56.859 02/01/2002]	  0.012
[05:28:56.867 02/01/2002]	  0.012
